date,open,high,low,close,5. volume,symbol,source
2025-07-25,173.61,174.72,172.96,173.5,122316792.0,NVDA,DAILY
2025-07-25,308.74,323.63,308.01,316.06,148227027.0,TSLA,DAILY
2025-07-28,174.02,177.0,173.97,176.75,140023521.0,NVDA,DAILY
2025-07-28,318.45,330.49,315.69,325.59,112673755.0,TSLA,DAILY
2025-07-29,177.96,179.38,175.02,175.51,154077512.0,NVDA,DAILY
2025-07-29,325.55,326.25,318.25,321.2,87358861.0,TSLA,DAILY
2025-07-30,176.51,179.89,176.04,179.27,174312208.0,NVDA,DAILY
2025-07-30,322.18,324.4499,311.6164,319.04,83931942.0,TSLA,DAILY
2025-07-31,182.9,183.3,175.93,177.87,221685446.0,NVDA,DAILY
2025-07-31,319.605,321.37,306.1,308.27,85270919.0,TSLA,DAILY
2025-08-01,174.09,176.54,170.89,173.72,204528985.0,NVDA,DAILY
2025-08-01,306.205,309.31,297.82,302.63,89121446.0,TSLA,DAILY
2025-08-04,175.16,180.2,174.52,180.0,148174609.0,NVDA,DAILY
2025-08-04,309.08,312.1186,303.0001,309.26,78683905.0,TSLA,DAILY
2025-08-05,179.62,180.26,175.9,178.26,156407621.0,NVDA,DAILY
2025-08-05,308.95,312.4499,305.5,308.72,57961278.0,TSLA,DAILY
2025-08-06,176.325,179.9,176.25,179.42,137192265.0,NVDA,DAILY
2025-08-06,307.89,320.47,306.9345,319.91,78523579.0,TSLA,DAILY
2025-08-07,181.57,183.88,178.795,180.77,151878365.0,NVDA,DAILY
2025-08-07,319.79,322.4,316.16,322.27,66658672.0,TSLA,DAILY
2025-08-08,181.55,183.3,180.4,182.7,123396679.0,NVDA,DAILY
2025-08-08,321.43,335.15,320.98,329.65,91200319.0,TSLA,DAILY
2025-08-11,182.05,183.84,180.25,182.06,138323191.0,NVDA,DAILY
2025-08-11,335.0,346.64,334.15,339.03,105320174.0,TSLA,DAILY
2025-08-12,182.96,184.48,179.46,183.16,145729202.0,NVDA,DAILY
2025-08-12,345.0,345.26,332.94,340.84,80690111.0,TSLA,DAILY
2025-08-13,182.615,183.97,179.35,181.59,179871724.0,NVDA,DAILY
2025-08-13,341.5,348.98,338.2,339.38,67838892.0,TSLA,DAILY
2025-08-14,179.75,183.02,179.46,182.02,129553959.0,NVDA,DAILY
2025-08-14,335.76,340.4699,330.4,335.58,75000662.0,TSLA,DAILY
2025-08-15,181.88,181.9,178.0417,180.45,156602161.0,NVDA,DAILY
2025-08-15,337.655,339.3,327.02,330.56,74319792.0,TSLA,DAILY
2025-08-18,180.6,182.9375,180.59,182.01,132007959.0,NVDA,DAILY
2025-08-18,329.62,336.27,329.59,335.16,56956552.0,TSLA,DAILY
2025-08-19,182.43,182.5,175.49,175.64,185229219.0,NVDA,DAILY
2025-08-19,335.79,340.55,327.85,329.31,75956002.0,TSLA,DAILY
2025-08-20,175.165,176.0,168.801,175.4,215142725.0,NVDA,DAILY
2025-08-20,329.22,331.37,314.6,323.9,77481768.0,TSLA,DAILY
2025-08-21,174.85,176.9,173.81,174.98,140040850.0,NVDA,DAILY
2025-08-21,322.08,324.9,318.68,320.11,55744445.0,TSLA,DAILY
2025-08-22,172.61,178.59,171.2,177.99,172789427.0,NVDA,DAILY
2025-08-22,321.66,340.25,319.69,340.01,94016347.0,TSLA,DAILY
2025-08-25,178.35,181.91,176.57,179.81,163012789.0,NVDA,DAILY
2025-08-25,338.9,349.53,335.03,346.6,86670037.0,TSLA,DAILY
2025-08-26,180.055,182.39,178.81,181.77,168688186.0,NVDA,DAILY
2025-08-26,344.93,351.9,343.72,351.67,76651550.0,TSLA,DAILY
2025-08-27,181.98,182.49,179.1,181.6,235518949.0,NVDA,DAILY
2025-08-27,351.94,355.39,349.156,349.6,65519012.0,TSLA,DAILY
2025-08-28,180.82,184.47,176.41,180.17,281787824.0,NVDA,DAILY
2025-08-28,350.91,353.55,340.26,345.98,67903224.0,TSLA,DAILY
2025-08-29,178.11,178.15,173.145,174.18,243257873.0,NVDA,DAILY
2025-08-29,347.23,348.7499,331.7,333.87,81145660.0,TSLA,DAILY
2025-09-02,170.0,172.379,167.22,170.78,231164853.0,NVDA,DAILY
2025-09-02,328.23,333.33,325.6,329.36,58391952.0,TSLA,DAILY
2025-09-03,171.06,172.41,168.875,170.62,161466040.0,NVDA,DAILY
2025-09-03,335.2,343.33,328.51,334.09,88238894.0,TSLA,DAILY
2025-09-04,170.57,171.86,169.41,171.66,141670144.0,NVDA,DAILY
2025-09-04,336.15,338.89,331.48,338.53,60711033.0,TSLA,DAILY
2025-09-05,168.03,169.03,164.07,167.02,224441435.0,NVDA,DAILY
2025-09-05,348.0,355.87,344.6801,350.84,108989785.0,TSLA,DAILY
2025-09-08,167.55,170.96,167.35,168.31,163769133.0,NVDA,DAILY
2025-09-08,354.64,358.44,344.84,346.4,75208290.0,TSLA,DAILY
2025-09-09,169.09,170.98,166.7401,170.76,157548392.0,NVDA,DAILY
2025-09-09,348.44,350.77,343.82,346.97,53815991.0,TSLA,DAILY
2025-09-10,176.64,179.29,175.47,177.33,226852020.0,NVDA,DAILY
2025-09-10,350.55,356.33,346.07,347.79,72121679.0,TSLA,DAILY
2025-09-11,179.68,180.28,176.48,177.17,151159274.0,NVDA,DAILY
2025-09-11,350.17,368.99,347.6,368.81,103756010.0,TSLA,DAILY
2025-09-12,177.77,178.595,176.45,177.82,124911026.0,NVDA,DAILY
2025-09-12,370.94,396.6899,370.24,395.94,168156391.0,TSLA,DAILY
2025-09-15,175.67,178.85,174.51,177.75,147061559.0,NVDA,DAILY
2025-09-15,423.13,425.7,402.43,410.04,163823667.0,TSLA,DAILY
2025-09-16,177.0,177.5,174.38,174.88,140737775.0,NVDA,DAILY
2025-09-16,414.495,423.25,411.43,421.62,104285721.0,TSLA,DAILY
2025-09-17,172.64,173.2,168.41,170.29,211843817.0,NVDA,DAILY
2025-09-17,415.75,428.3121,409.67,425.86,106133532.0,TSLA,DAILY
2025-09-18,173.98,177.1,172.96,176.24,191763313.0,NVDA,DAILY
2025-09-18,428.865,432.2199,416.56,416.85,90454509.0,TSLA,DAILY
2025-09-19,175.77,178.08,175.18,176.67,237182143.0,NVDA,DAILY
2025-09-19,421.82,429.47,421.72,426.07,93131034.0,TSLA,DAILY
2025-09-22,175.3,184.55,174.7053,183.61,269637001.0,NVDA,DAILY
2025-09-22,431.11,444.98,429.13,434.21,97108777.0,TSLA,DAILY
2025-09-23,181.97,182.42,176.21,178.43,192559552.0,NVDA,DAILY
2025-09-23,439.88,440.97,423.72,425.85,83422691.0,TSLA,DAILY
2025-09-24,179.77,179.78,175.4,176.97,143564116.0,NVDA,DAILY
2025-09-24,429.83,444.21,429.0301,442.79,93133570.0,TSLA,DAILY
2025-09-25,174.48,180.26,173.125,177.69,191586733.0,NVDA,DAILY
2025-09-25,435.24,435.35,419.08,423.39,96746426.0,TSLA,DAILY
2025-09-26,178.17,179.77,174.93,178.19,148573732.0,NVDA,DAILY
2025-09-26,428.3,440.47,421.02,440.4,101628160.0,TSLA,DAILY
